user_id,archetype,secondary_archetype,secondary_archetype_weight,danger_preference,luxury_preference,novelty_preference,historical_preference,technology_preference,nature_preference,fantasy_preference,space_preference,power_preference,budget_log10,budget_tier,price_sensitivity,popularity_preference,exploration_tendency,impulsiveness,activity_level,activity_tier,catalog_version,user_generation_version,generation_seed,created_at
synthetic-user-v1-000536,Luxury Collector,,0.0,0.3554,0.7166,0.2175,0.5343,0.4454,0.3461,0.4985,0.4025,0.6387,14.2079,medium,0.3288,0.7529,0.286,0.4205,0.5045,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:08:55Z
synthetic-user-v1-000537,Nature Explorer,,0.0,0.3926,0.4675,0.4845,0.5825,0.1933,1.0,0.2653,0.3871,0.2285,17.1311,high,0.7256,0.4143,0.8495,0.1912,0.6303,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:08:56Z
synthetic-user-v1-000538,Space Enthusiast,Curious Generalist,0.3293,0.3791,0.6591,0.6583,0.4669,0.628,0.5039,0.4614,0.8272,0.6348,17.0355,high,0.3517,0.6323,0.5827,0.0406,0.3743,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:08:57Z
synthetic-user-v1-000539,Nature Explorer,History Collector,0.2342,0.5068,0.6684,0.5605,0.4469,0.3964,0.793,0.5055,0.202,0.4903,7.2,low,0.5026,0.3046,0.6212,0.2712,0.5482,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:08:58Z
synthetic-user-v1-000540,Luxury Collector,,0.0,0.4734,0.7849,0.4339,1.0,0.5365,0.4919,0.4135,0.3814,0.5977,14.4648,medium,0.9461,0.7223,0.2861,0.3504,0.6334,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:08:59Z
synthetic-user-v1-000541,Space Enthusiast,Nature Explorer,0.3671,0.3897,0.4786,0.7263,0.4733,0.4326,0.8855,0.0824,0.7493,0.6738,20.3517,ultra_high,0.4353,0.7473,0.6343,0.3456,0.3993,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:00Z
synthetic-user-v1-000542,Curious Generalist,,0.0,0.1734,0.7448,0.35,0.4555,0.4757,0.4286,0.2725,0.92,0.5976,17.2261,high,0.6904,0.7142,0.6805,0.8085,0.3426,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:01Z
synthetic-user-v1-000543,Curious Generalist,,0.0,0.3323,0.7342,0.7576,0.8937,0.2529,0.2123,0.6828,0.3118,0.6809,12.561,medium,0.4898,0.5239,0.9401,0.6319,0.7627,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:02Z
synthetic-user-v1-000544,History Collector,,0.0,0.2769,0.8176,0.5148,1.0,0.3895,0.3782,0.5635,0.0789,0.6216,21.713,ultra_high,0.54,0.8917,0.1062,0.3121,0.3766,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:03Z
synthetic-user-v1-000545,Eclectic Browser,,0.0,0.8248,0.838,0.5316,0.3141,0.5164,0.6945,0.6087,0.523,0.6962,15.6228,high,0.4253,0.4144,0.9993,0.5762,0.6104,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:04Z
synthetic-user-v1-000546,Nature Explorer,Fantasy Lover,0.3757,0.489,0.4892,0.4733,0.6783,0.2534,0.9269,0.4416,0.5011,0.7707,7.2,low,0.5977,0.3945,0.8442,0.3181,0.7568,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:05Z
synthetic-user-v1-000547,Curious Generalist,,0.0,0.378,0.6358,0.8988,0.3284,0.7092,0.4263,0.5893,0.6317,0.7456,10.6905,low,0.7991,0.55,0.8568,0.5332,0.7473,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:06Z
synthetic-user-v1-000548,Eclectic Browser,Luxury Collector,0.3092,0.6293,0.3819,0.8926,0.4365,0.569,0.3941,0.6124,0.7293,0.4849,11.893,medium,0.2886,0.5686,1.0,0.6243,0.6975,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:07Z
synthetic-user-v1-000549,Fantasy Lover,,0.0,0.3138,0.6881,0.6183,0.3901,0.3589,0.5515,1.0,0.4636,0.5578,10.9989,low,0.2604,0.5039,0.6713,0.7141,0.536,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:08Z
synthetic-user-v1-000550,Thrill Seeker,,0.0,0.5648,0.4706,0.758,0.4315,0.2768,0.5837,0.5027,0.3338,0.9274,10.9802,low,0.263,0.1908,0.736,0.7541,0.7556,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:09Z
synthetic-user-v1-000551,Nature Explorer,Space Enthusiast,0.3124,0.5573,0.4185,0.8319,0.3087,0.5255,0.9473,0.2432,0.1406,0.6016,8.5593,low,0.6775,0.5621,1.0,0.2304,0.6105,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:10Z
synthetic-user-v1-000552,History Collector,Curious Generalist,0.3665,0.409,0.5742,0.5754,0.8655,0.5189,0.8057,0.3955,0.4377,0.3776,18.4751,high,0.827,0.2371,0.1468,0.4273,0.1949,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:11Z
synthetic-user-v1-000553,History Collector,Tech Futurist,0.2342,0.3929,0.4556,0.4429,0.7757,0.2637,0.1017,0.1474,0.3044,0.3792,19.431,high,0.7832,0.3918,0.3995,0.0615,0.586,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:12Z
synthetic-user-v1-000554,Power Seeker,Tech Futurist,0.2068,0.6856,0.4746,0.473,0.1246,0.7357,0.3416,0.5883,0.5772,0.7111,20.2584,ultra_high,0.0,0.6786,0.5248,1.0,0.6561,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:13Z
synthetic-user-v1-000555,Eclectic Browser,,0.0,0.4812,0.4919,0.8357,0.6703,0.3963,0.5014,0.6555,0.4818,0.6211,10.7084,low,0.427,0.5902,0.6448,0.8454,0.72,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:14Z
synthetic-user-v1-000556,Curious Generalist,Thrill Seeker,0.3551,0.5805,0.4078,0.6492,0.27,0.8621,0.4337,0.6661,0.4046,0.6421,15.5565,high,0.624,0.5986,0.8575,0.3886,0.4651,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:15Z
synthetic-user-v1-000557,Space Enthusiast,,0.0,0.7889,0.5259,0.7072,0.2631,0.74,0.4417,0.5596,0.692,0.5288,21.0269,ultra_high,0.3594,0.62,0.5625,0.4729,0.5023,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:16Z
synthetic-user-v1-000558,Power Seeker,,0.0,0.4522,0.7449,0.5749,0.4307,0.4022,0.6284,0.5354,0.4779,0.996,16.2245,high,0.3341,0.7821,0.5578,0.3851,0.7065,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:17Z
synthetic-user-v1-000559,Curious Generalist,Eclectic Browser,0.3258,0.4733,0.4261,0.7707,0.1923,0.4289,0.6696,0.4801,0.485,0.6521,18.9589,high,0.4055,0.2099,0.6782,0.2752,0.7688,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:18Z
synthetic-user-v1-000560,Space Enthusiast,,0.0,0.4224,0.4095,0.5813,0.4186,0.7055,0.3604,0.4184,0.9183,0.6078,21.0102,ultra_high,0.5215,0.668,0.4903,0.3433,0.4216,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:19Z
synthetic-user-v1-000561,Nature Explorer,Tech Futurist,0.3845,0.4655,0.7063,0.965,0.5642,0.5686,0.6445,0.0595,0.2532,0.7252,11.0324,medium,0.6484,0.3217,0.6374,0.0,0.5404,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:20Z
synthetic-user-v1-000562,Thrill Seeker,Curious Generalist,0.2065,0.8584,0.3485,0.766,0.404,0.452,0.685,0.7371,0.2715,0.9429,12.4171,medium,0.0,0.4732,0.5126,0.7128,0.6662,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:21Z
synthetic-user-v1-000563,Curious Generalist,,0.0,0.5521,0.3921,0.7699,0.5914,0.4952,0.1625,0.6489,0.3614,0.7162,17.9947,high,0.6854,0.5759,0.8351,0.1346,0.7174,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:22Z
synthetic-user-v1-000564,Power Seeker,,0.0,0.7092,0.6716,1.0,0.7554,0.596,0.4927,0.7566,0.2637,1.0,21.9196,ultra_high,0.1597,0.7941,0.6276,0.9402,0.6734,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:23Z
synthetic-user-v1-000565,Power Seeker,,0.0,0.7299,0.6732,0.3814,0.2501,0.4625,0.5377,0.6527,0.3819,0.899,18.733,high,0.465,0.7592,0.2214,1.0,0.3929,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:24Z
synthetic-user-v1-000566,Thrill Seeker,,0.0,0.9517,0.42,0.7948,0.4811,0.5399,0.5917,0.576,0.1108,0.5481,13.0813,medium,0.0572,0.6178,0.7003,0.7536,0.6989,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:25Z
synthetic-user-v1-000567,Nature Explorer,,0.0,0.5285,0.6205,0.7526,0.1652,0.3894,0.7457,0.2502,0.4947,0.1941,10.5802,low,1.0,0.2558,0.9241,0.5262,0.6039,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:26Z
synthetic-user-v1-000568,Eclectic Browser,,0.0,0.67,0.6758,0.6436,0.7908,0.7269,0.6755,0.437,0.4813,0.7611,18.4561,high,0.4721,0.4327,0.8381,0.7945,0.8616,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:27Z
synthetic-user-v1-000569,Space Enthusiast,,0.0,0.5318,0.5503,0.7856,0.2712,0.545,0.4288,0.4048,0.8478,0.6762,18.162,high,0.442,0.4595,0.6642,0.2367,0.7455,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:28Z
synthetic-user-v1-000570,Eclectic Browser,,0.0,0.7416,0.4785,0.6659,0.5107,0.1848,0.7965,0.4564,0.3952,0.8273,14.6052,medium,0.4693,0.5215,0.782,0.3044,0.9602,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:29Z
synthetic-user-v1-000571,Space Enthusiast,,0.0,0.5748,0.2001,0.7244,0.0896,0.287,0.3702,0.47,0.8058,0.7776,20.2877,ultra_high,0.5595,0.5967,0.4813,0.6675,0.3153,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:30Z
synthetic-user-v1-000572,Eclectic Browser,,0.0,0.5357,0.5258,1.0,0.4335,0.7979,0.4804,1.0,0.5679,0.4372,14.2407,medium,0.4372,0.6208,0.8192,0.871,0.6382,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:31Z
synthetic-user-v1-000573,Thrill Seeker,,0.0,1.0,0.4306,0.5782,0.0623,0.5797,0.4783,0.4612,0.3823,0.8968,12.1516,medium,0.0955,0.261,0.8687,1.0,0.5512,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:32Z
synthetic-user-v1-000574,Power Seeker,,0.0,0.8335,0.785,0.5901,0.4659,0.8309,0.4088,0.7367,0.454,0.9781,21.5249,ultra_high,0.3301,0.9409,0.5159,0.9378,0.4597,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:33Z
synthetic-user-v1-000575,Curious Generalist,,0.0,0.4166,0.7152,0.6744,0.9101,0.9547,0.5081,0.8173,0.5112,0.6567,11.4653,medium,0.5885,0.7157,0.8056,0.5408,0.6765,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:34Z
synthetic-user-v1-000576,Curious Generalist,Fantasy Lover,0.3658,0.5602,0.5151,0.6007,0.3885,0.516,0.6838,0.6755,0.1437,0.9258,16.8237,high,0.6983,0.4969,0.8392,0.5173,0.4452,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:35Z
synthetic-user-v1-000577,Thrill Seeker,Space Enthusiast,0.3824,0.945,0.5086,0.8006,0.1642,0.5856,0.3871,0.2775,0.4916,0.751,17.0172,high,0.3422,0.0,1.0,0.8907,0.9837,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:36Z
synthetic-user-v1-000578,Curious Generalist,,0.0,0.5304,0.5601,0.8069,0.34,0.4291,0.3037,0.638,0.5928,0.3797,17.7166,high,0.3475,0.5203,0.6288,0.8576,0.6146,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:37Z
synthetic-user-v1-000579,Curious Generalist,Tech Futurist,0.2657,0.6282,0.1233,0.6712,0.613,0.8552,0.4264,0.1023,0.6136,0.5115,15.1556,high,0.5219,0.4157,0.8277,0.5233,0.4833,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:38Z
synthetic-user-v1-000580,Space Enthusiast,History Collector,0.3851,0.7327,0.6174,0.9933,0.4638,0.3263,0.2752,0.186,0.5776,0.6357,17.5141,high,0.5522,0.7488,0.7079,0.3599,0.6861,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:39Z
synthetic-user-v1-000581,Thrill Seeker,Power Seeker,0.2031,0.9201,0.5467,0.3721,0.2284,0.4905,0.4963,0.6285,0.4283,0.5979,7.2,low,0.562,0.8,0.5492,0.6963,0.9435,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:40Z
synthetic-user-v1-000582,Curious Generalist,,0.0,0.6287,0.5109,0.5417,0.7935,0.3144,0.344,0.3896,0.5287,0.5382,14.3016,medium,0.3651,0.6083,0.3453,0.5978,0.3819,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:41Z
synthetic-user-v1-000583,Power Seeker,Luxury Collector,0.34,0.5243,0.4498,0.3689,0.3627,0.4344,0.4146,0.7405,0.4301,0.7107,15.5718,high,0.4071,0.655,0.2865,0.7409,0.6019,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:42Z
synthetic-user-v1-000584,Space Enthusiast,,0.0,0.3849,0.7444,0.7777,0.1918,0.63,0.618,0.2927,0.6591,0.7592,21.3409,ultra_high,0.7899,0.454,0.5972,0.2393,0.5548,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:43Z
synthetic-user-v1-000585,Tech Futurist,Fantasy Lover,0.2199,0.478,0.6541,0.7177,0.5487,0.8549,0.2261,0.9202,0.1999,0.6567,7.2,low,0.3994,0.7021,0.9713,0.5314,0.5703,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:44Z
synthetic-user-v1-000586,Fantasy Lover,,0.0,0.5123,0.753,0.6703,0.4856,0.3324,0.3781,0.8382,0.4307,1.0,7.6096,low,0.0948,0.4756,0.6358,0.6626,0.4037,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:45Z
synthetic-user-v1-000587,Nature Explorer,,0.0,0.5573,0.2364,0.5061,0.5316,0.6125,0.5005,0.2908,0.2709,0.4606,13.4681,medium,0.315,0.2503,0.9095,0.3339,0.668,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:46Z
synthetic-user-v1-000588,Space Enthusiast,,0.0,0.7228,0.6024,0.473,0.2359,0.9942,0.1607,0.501,0.8983,0.4455,22.8983,ultra_high,0.4568,0.5463,0.6049,0.4311,0.3477,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:47Z
synthetic-user-v1-000589,History Collector,Power Seeker,0.3744,0.5082,0.7613,0.384,0.7646,0.4908,0.6431,0.5972,0.4822,0.8372,18.4126,high,0.5299,0.2385,0.4639,0.0691,0.4191,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:48Z
synthetic-user-v1-000590,Luxury Collector,Tech Futurist,0.3227,0.2097,0.6969,0.549,0.405,0.7659,0.696,0.3613,0.5851,0.3517,14.7836,medium,0.3845,0.5429,0.1949,0.2949,0.2882,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:49Z
synthetic-user-v1-000591,Nature Explorer,Tech Futurist,0.2839,0.3516,0.4761,0.5682,0.4884,0.6739,0.6516,0.2356,0.5159,0.7692,16.9706,high,0.2897,0.1291,0.5572,0.5353,0.7829,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:50Z
synthetic-user-v1-000592,Space Enthusiast,Power Seeker,0.2122,0.5589,0.5897,0.5796,0.3355,0.7819,0.3323,0.45,0.8787,0.5775,20.1265,ultra_high,0.4881,0.4395,0.422,0.59,0.4075,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:51Z
synthetic-user-v1-000593,Fantasy Lover,History Collector,0.3559,0.8128,0.8713,0.5842,0.5684,0.0,0.3129,0.8505,0.3122,0.6611,9.3479,low,0.7087,0.5727,0.6822,0.6309,0.3455,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:52Z
synthetic-user-v1-000594,Nature Explorer,,0.0,0.6521,0.4644,0.4835,0.4534,0.1502,0.9618,0.4315,0.1763,0.6051,12.504,medium,0.7899,0.1008,0.5106,0.3408,0.6198,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:53Z
synthetic-user-v1-000595,Tech Futurist,,0.0,0.606,0.6143,0.9735,0.3843,0.8541,0.2612,0.3998,0.177,0.5235,15.1079,high,0.1366,0.6565,0.5852,0.2183,0.7732,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:54Z
synthetic-user-v1-000596,Fantasy Lover,,0.0,0.5429,0.8215,0.7533,0.1335,0.2571,0.5359,0.9904,0.086,0.8708,15.3339,high,0.1706,0.6545,0.5958,0.7799,0.286,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:55Z
synthetic-user-v1-000597,Tech Futurist,Luxury Collector,0.2753,0.3334,0.7084,0.5957,0.4906,0.7091,0.5765,0.2651,0.4387,0.8923,12.792,medium,0.3932,0.5664,0.4474,0.4904,0.9112,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:56Z
synthetic-user-v1-000598,Curious Generalist,,0.0,0.4831,0.3579,0.6794,0.6269,0.6073,0.6696,0.6872,0.6576,0.643,16.3817,high,0.4838,0.5083,0.3881,0.6981,0.9646,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:57Z
synthetic-user-v1-000599,Curious Generalist,,0.0,0.6445,0.3013,0.794,0.5875,0.2965,0.6682,0.5321,0.4423,0.4591,10.74,low,0.4415,0.6086,0.8939,0.2452,0.6483,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:58Z
synthetic-user-v1-000600,Nature Explorer,,0.0,0.4733,0.3959,0.7973,0.2776,0.3017,0.8632,0.0405,0.4983,0.42,13.8835,medium,0.8393,0.3686,0.8062,0.4717,0.634,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:09:59Z
synthetic-user-v1-000601,Luxury Collector,,0.0,0.5717,1.0,0.3557,0.6068,0.3932,0.4065,0.5972,0.2617,0.6999,16.5872,high,0.5519,0.8245,0.2422,0.1556,0.7571,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:00Z
synthetic-user-v1-000602,Curious Generalist,,0.0,0.8017,0.5968,0.7344,0.4055,0.2554,0.6772,0.4642,0.3368,0.4296,15.1578,high,0.5371,0.0,0.7669,0.4275,0.7062,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:01Z
synthetic-user-v1-000603,Curious Generalist,,0.0,0.362,0.5529,0.6976,0.6829,0.5369,0.5293,0.478,0.3783,0.6873,16.348,high,0.6992,0.4945,0.6326,0.2085,0.7588,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:02Z
synthetic-user-v1-000604,Thrill Seeker,,0.0,0.6194,0.5243,0.7493,0.2449,0.8243,0.3887,0.5557,0.1965,0.9523,15.0268,high,0.1995,0.3659,0.6699,0.7687,0.6073,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:03Z
synthetic-user-v1-000605,Tech Futurist,Space Enthusiast,0.2526,0.7137,0.7462,0.5097,0.2153,0.6842,0.5915,0.2795,0.4979,0.739,7.3141,low,0.3024,0.765,0.9141,0.6173,0.5201,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:04Z
synthetic-user-v1-000606,Space Enthusiast,,0.0,0.4952,0.6181,0.7964,0.4798,0.5598,0.5416,0.3181,0.6882,0.5673,19.1384,high,0.3251,0.5798,0.4572,0.3782,0.4322,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:05Z
synthetic-user-v1-000607,Curious Generalist,,0.0,0.3635,0.5521,0.4251,0.4929,0.7484,0.3242,0.8809,0.3732,0.6665,10.4084,low,0.3442,0.2331,0.6898,0.3791,0.6735,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:06Z
synthetic-user-v1-000608,Luxury Collector,,0.0,0.1322,0.849,0.6095,0.4809,0.6139,0.2956,0.2536,0.4262,0.8197,23.6032,ultra_high,0.4718,0.7961,0.3396,0.3107,0.4644,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:07Z
synthetic-user-v1-000609,Luxury Collector,,0.0,0.3032,0.8672,0.5537,0.6661,0.3968,0.5098,0.6726,0.2766,0.7455,17.003,high,0.5676,0.6738,0.2105,0.0,0.4165,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:08Z
synthetic-user-v1-000610,Eclectic Browser,,0.0,0.2782,0.7393,0.4222,0.7063,0.5561,0.3891,0.611,0.7385,0.3814,15.2956,high,0.8562,0.5488,0.9879,0.8479,0.613,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:09Z
synthetic-user-v1-000611,Nature Explorer,,0.0,0.573,0.5028,0.6508,0.4352,0.2427,0.8364,0.4641,0.4653,0.6046,12.2948,medium,0.5871,0.5322,0.4217,0.2525,0.5651,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:10Z
synthetic-user-v1-000612,Eclectic Browser,,0.0,0.8099,0.1713,0.5004,0.1019,0.521,0.3196,0.7744,0.5216,0.5187,16.6081,high,0.4495,0.4053,0.6845,0.6359,0.4708,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:11Z
synthetic-user-v1-000613,Eclectic Browser,Thrill Seeker,0.2819,0.4589,0.2465,0.8401,0.3849,0.4631,0.5544,0.2574,0.5661,0.9373,18.5654,high,0.6835,0.5115,0.8897,0.4645,1.0,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:12Z
synthetic-user-v1-000614,Luxury Collector,Space Enthusiast,0.3577,0.5891,0.7905,0.7819,0.7454,0.6699,0.4549,0.7383,0.336,0.3371,18.3225,high,0.6023,0.7641,0.3092,0.2195,0.7518,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:13Z
synthetic-user-v1-000615,Tech Futurist,Fantasy Lover,0.2828,0.565,0.4645,0.8812,0.8098,0.7128,0.4889,0.6582,0.5098,0.4711,16.9013,high,0.4384,0.5676,0.5384,0.7822,0.285,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:14Z
synthetic-user-v1-000616,Nature Explorer,History Collector,0.3988,0.3621,0.2887,0.6732,0.5848,0.1837,0.4982,0.684,0.0561,0.4359,12.0724,medium,0.6426,0.4725,0.6923,0.8306,0.8045,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:15Z
synthetic-user-v1-000617,Luxury Collector,,0.0,0.1966,0.7367,0.4417,0.6289,0.2641,0.3285,0.5949,0.2979,0.7394,18.2283,high,0.4949,0.5588,0.365,0.4455,0.556,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:16Z
synthetic-user-v1-000618,Thrill Seeker,,0.0,0.811,0.5249,0.9118,0.3222,0.308,0.4604,0.2964,0.2914,0.5063,9.2892,low,0.2371,0.2194,0.5588,0.8422,0.7222,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:17Z
synthetic-user-v1-000619,Curious Generalist,Tech Futurist,0.3526,0.6475,0.4366,0.4232,0.5915,0.7986,0.4027,0.6598,0.5107,0.8702,11.5659,medium,0.4515,0.7035,1.0,0.4812,0.9704,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:18Z
synthetic-user-v1-000620,Curious Generalist,,0.0,0.4156,0.941,0.5142,0.4208,0.7739,0.5864,0.3419,0.4833,0.5457,18.2313,high,0.5254,0.6199,0.6805,0.6143,0.8481,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:19Z
synthetic-user-v1-000621,Nature Explorer,History Collector,0.2308,0.1815,0.355,0.6911,0.5753,0.4575,0.911,0.2315,0.3929,0.3584,13.0047,medium,0.6422,0.5045,0.6311,0.1851,0.4593,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:20Z
synthetic-user-v1-000622,Nature Explorer,,0.0,0.8004,0.3192,0.7355,0.3321,0.0,0.7178,0.1869,0.2138,0.6954,13.1883,medium,0.6996,0.2757,0.7359,0.5689,0.5822,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:21Z
synthetic-user-v1-000623,Luxury Collector,,0.0,0.5363,0.8722,0.5285,0.6383,0.5035,0.6069,0.6105,0.4172,0.7515,18.127,high,0.6582,0.6189,0.5903,0.1856,0.5139,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:22Z
synthetic-user-v1-000624,Nature Explorer,,0.0,0.4751,0.4491,0.7657,0.4045,0.2717,0.931,0.1616,0.3246,0.2677,8.0101,low,0.663,0.4301,0.4462,0.3667,0.7744,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:23Z
synthetic-user-v1-000625,Curious Generalist,Power Seeker,0.2845,0.7069,0.6121,0.6217,0.4293,0.6514,0.1713,0.2426,0.465,0.5638,8.8793,low,0.5337,0.6318,0.8405,0.5044,0.6362,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:24Z
synthetic-user-v1-000626,History Collector,Curious Generalist,0.2674,0.0893,0.8356,0.4609,0.8784,0.6653,0.4833,0.2402,0.4283,0.5864,19.0131,high,0.3925,0.7099,0.3266,0.1695,0.5844,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:25Z
synthetic-user-v1-000627,Eclectic Browser,,0.0,0.4954,0.7836,0.6032,0.4534,0.5413,0.5935,0.4972,0.7529,0.446,13.4032,medium,0.531,0.4807,0.8954,0.847,0.9471,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:26Z
synthetic-user-v1-000628,Fantasy Lover,,0.0,0.6943,0.4436,0.7738,0.7207,0.307,0.3711,1.0,0.4522,0.4562,8.7139,low,0.6127,0.6004,0.9584,1.0,0.5006,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:27Z
synthetic-user-v1-000629,Nature Explorer,,0.0,0.5758,0.274,0.6843,0.472,0.519,0.7628,0.2699,0.3659,0.6173,11.7906,medium,0.2875,0.4496,0.556,0.4771,0.3764,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:28Z
synthetic-user-v1-000630,Power Seeker,Tech Futurist,0.3231,0.6783,0.3313,0.6063,0.4206,0.6058,0.2815,0.452,0.5676,0.7519,17.7793,high,0.2419,0.6795,0.3385,0.7952,0.543,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:10:29Z
